NGRAM,NCOUNT,LEN,WCOUNT,MASKED,IMPORTANCE,REDUNDANT
იტყვა,7,5,31064,იtყვა,217448,False
რაფიუ,7,5,31011,რაpიუ,217077,False
აფიულ,7,5,31007,აpიულ,217049,False
იოლოგ,7,5,30988,იოლოგ,216916,False
ფიული,7,5,30972,pიული,216804,False
<ქალა,7,5,30925,<kალა,216475,False
<ტექნ,7,5,30906,<tეkნ,216342,False
თლის>,7,5,30886,tლის>,216202,False
<პოლი,6,5,31246,<pოლი,187476,False
ტურის,6,5,30912,tურის,185472,False
არტებ,6,5,30901,არtებ,185406,False
განათ,6,5,30875,განაt,185250,False
ეტალუ,6,5,30830,ეtალუ,184980,False
აკანო,6,5,30800,აkანო,184800,False
ტური>,58,5,3107,tური>,180206,False
ექნიკ,5,5,31023,ეkნიk,155115,False
ტექნი,5,5,31019,tეkნი,155095,False
ნათლე,5,5,30919,ნაtლე,154595,False
ტერია,5,5,30897,tერია,154485,False
<ინგლ,5,5,30893,<ინგლ,154465,False
თლები,5,5,30885,tლები,154425,False
მეტალ,5,5,30870,მეtალ,154350,False
ციკლო,5,5,30868,cიkლო,154340,False
მარტე,5,5,30849,მარtე,154245,False
ართლი,5,5,30837,არtლი,154185,False
ქული>,5,5,30816,kული>,154080,False
<დოკუ,5,5,30814,<დოkუ,154070,False
ტორი>,53,5,2883,tორი>,152799,False
<თანა,48,5,2667,<tანა,128016,False
ატორი,47,5,2677,აtორი,125819,False
ელექტ,41,5,2866,ელეkt,117506,False
ლექტრ,40,5,2772,ლეktრ,110880,False
<ნაწი,14,5,7443,<ნაcი,104202,False
ებით>,34,5,2396,ებიt>,81464,False
ტული>,42,5,1937,tული>,81354,True
<ელექ,32,5,2333,<ელეk,74656,False
ექტრო,29,5,2373,ეktრო,68817,False
გარი>,12,5,5613,გარი>,67356,False
<წიგნ,11,5,5359,<cიგნ,58949,False
მეტრი,28,5,2069,მეtრი,57932,False
<თვით,25,5,2261,<tვიt,56525,False
<ავტო,28,5,1948,<ავtო,54544,False
გადას,32,5,1694,გადას,54208,False
წარმო,29,5,1859,cარმო,53911,False
იზაცი,27,5,1883,იზაcი,50841,False
გება>,32,5,1560,გება>,49920,False
გამოს,34,5,1396,გამოს,47464,False
ენტი>,39,5,1188,ენtი>,46332,False
<წარმ,31,5,1442,<cარმ,44702,False
წილი>,6,5,7268,cილი>,43608,False
მეცნი,6,5,7034,მეcნი,42204,False
ცნიერ,6,5,7032,cნიერ,42192,False
ეცნიე,6,5,7032,ეcნიე,42192,False
ტვირთ,30,5,1374,tვირt,41220,False
<წინა,29,5,1400,<cინა,40600,False
ტება>,27,5,1498,tება>,40446,False
თავის,23,5,1739,tავის,39997,False
ასწორ,28,5,1340,ასcორ,37520,False
<გასა,29,5,1293,<გასა,37497,False
კეთებ,22,5,1697,kეtებ,37334,False
ადგილ,25,5,1464,ადგილ,36600,False
ისტი>,24,5,1522,ისtი>,36528,False
თება>,22,5,1652,tება>,36344,True
ამართ,30,5,1206,ამარt,36180,False
<კოლო,7,5,5072,<kოლო,35504,False
შემდგ,5,5,6910,შემდგ,34550,False
<გარდ,13,5,2548,<გარდ,33124,False
<აფრი,5,5,6614,<აpრი,33070,False
თები>,27,5,1197,tები>,32319,True
ზაცია,23,5,1388,ზაcია,31924,False
<გამა,29,5,1087,<გამა,31523,False
ფორმა,18,5,1730,pორმა,31140,False
გარდა,12,5,2585,გარდა,31020,False
ყოფილ,28,5,1051,ყოpილ,29428,False
რთვა>,26,5,1110,რtვა>,28860,False
ომეტრ,19,5,1473,ომეtრ,27987,False
გადამ,25,5,1111,გადამ,27775,False
<გარი,5,5,5191,<გარი,25955,False
<თავი,16,5,1594,<tავი,25504,False
წყვეტ,23,5,1105,cყვეt,25415,False
გები>,22,5,1143,გები>,25146,False
თანამ,21,5,1184,tანამ,24864,False
ეტრი>,19,5,1293,ეtრი>,24567,False
<დაუკ,15,5,1571,<დაუk,23565,False
კები>,20,5,1167,kები>,23340,False
<წყალ,19,5,1207,<cყალ,22933,False
მენტი,25,5,891,მენtი,22275,False
საკუთ,16,5,1391,საkუt,22256,False
<საუკ,7,5,3170,<საუk,22190,False
წყობი,23,5,953,cყობი,21919,False
თებს>,16,5,1364,tებს>,21824,False
ციური,22,5,987,cიური,21714,False
ციული,24,5,874,cიული,20976,False
ღება>,20,5,1045,გება>,20900,True
ქტორი,24,5,865,ktორი,20760,False
თავს>,15,5,1376,tავს>,20640,False
უფლებ,20,5,994,უpლებ,19880,False
ფერი>,21,5,930,pერი>,19530,False
სწორე,20,5,975,სcორე,19500,False
გამომ,20,5,967,გამომ,19340,False
<დააკ,18,5,1060,<დააk,19080,False
გონებ,22,5,867,გონებ,19074,False
აწილე,23,5,814,აcილე,18722,False
მატებ,20,5,924,მაtებ,18480,False
მართლ,21,5,875,მარtლ,18375,False
ცენტრ,20,5,912,cენtრ,18240,False
ობითი,23,5,793,ობიtი,18239,False
აყოფი,21,5,865,აყოpი,18165,False
სპექტ,12,5,1497,სpეkt,17964,False
გამოც,20,5,881,გამოc,17620,False
ატები,15,5,1174,აtები,17610,False
<ფორმ,11,5,1588,<pორმ,17468,False
წორებ,19,5,918,cორებ,17442,False
<ადგი,15,5,1141,<ადგი,17115,False
ცემა>,14,5,1183,cემა>,16562,False
კავში,18,5,911,kავში,16398,False
მოქმე,19,5,862,მოkმე,16378,False
ოქმედ,19,5,861,ოkმედ,16359,False
ტირებ,15,5,1090,tირებ,16350,False
თავი>,18,5,901,tავი>,16218,False
მართვ,17,5,953,მარtვ,16201,False
ტარებ,17,5,928,tარებ,15776,False
თვის>,13,5,1210,tვის>,15730,False
აუკუნ,5,5,3134,აუkუნ,15670,False
საუკუ,5,5,3122,საუkუ,15610,False
ცირებ,16,5,973,cირებ,15568,False
აპარა,18,5,861,აpარა,15498,False
ქცია>,22,5,699,kcია>,15378,False
<დაფა,14,5,1094,<დაpა,15316,False
ანტი>,20,5,764,ანtი>,15280,False
ატური,17,5,883,აtური,15011,False
<დაუწ,14,5,1061,<დაუc,14854,False
სწავლ,17,5,873,სcავლ,14841,False
კული>,18,5,818,kული>,14724,True
წმენდ,15,5,976,cმენდ,14640,False
<გარე,17,5,858,<გარე,14586,False
ექტორ,19,5,766,ეktორ,14554,False
<დაკა,16,5,890,<დაkა,14240,False
<თავდ,17,5,834,<tავდ,14178,False
თვალი,16,5,871,tვალი,13936,False
გებს>,18,5,765,გებს>,13770,False
<დაუფ,13,5,1048,<დაუp,13624,False
გებულ,18,5,756,გებულ,13608,False
აციო>,19,5,716,აcიო>,13604,False
ტრული,16,5,846,tრული,13536,False
თებულ,16,5,844,tებულ,13504,False
<აღმო,13,5,1024,<აგმო,13312,False
რაცია,19,5,689,რაcია,13091,False
თავდა,15,5,856,tავდა,12840,False
გული>,14,5,912,გული>,12768,False
ფილი>,20,5,626,pილი>,12520,False
ტებულ,15,5,806,tებულ,12090,True
ტიკა>,15,5,802,tიkა>,12030,False
აზღვრ,17,5,705,აზგვრ,11985,False
დაპირ,15,5,798,დაpირ,11970,False
რიგებ,18,5,664,რიგებ,11952,False
ანგარ,17,5,702,ანგარ,11934,False
გადახ,17,5,702,გადახ,11934,False
აწყობ,15,5,778,აcყობ,11670,False
აგდებ,15,5,778,აგდებ,11670,False
<განს,15,5,768,<განს,11520,False
მოკლე,15,5,767,მოkლე,11505,False
გრძელ,15,5,757,გრძელ,11355,False
იკული,16,5,709,იkული,11344,False
საღებ,15,5,754,საგებ,11310,False
გავს>,19,5,590,გავს>,11210,False
კიდებ,15,5,743,kიდებ,11145,False
მცირე,13,5,856,მcირე,11128,False
ვისუფ,14,5,787,ვისუp,11018,False
ტაცია,19,5,578,tაcია,10982,False
ვითი>,19,5,576,ვიtი>,10944,False
<გული,12,5,909,<გული,10908,False
ქცევა,15,5,727,kcევა,10905,False
ავტომ,12,5,908,ავtომ,10896,False
ართვა,15,5,720,არtვა,10800,False
ნტური,17,5,626,ნtური,10642,False
წევა>,14,5,759,cევა>,10626,False
ლებით,17,5,620,ლებიt,10540,False
კეთილ,17,5,618,kეtილ,10506,False
წილებ,16,5,656,cილებ,10496,False
ციის>,13,5,807,cიის>,10491,False
აღება,15,5,698,აგება,10470,False
<საკუ,9,5,1152,<საkუ,10368,False
ეტები,12,5,863,ეtები,10356,False
ტისა>,6,5,1725,tისა>,10350,False
ტილი>,15,5,686,tილი>,10290,False
ლოგი>,17,5,595,ლოგი>,10115,False
ადგენ,15,5,666,ადგენ,9990,False
ფები>,15,5,665,pები>,9975,False
ატარე,14,5,712,აtარე,9968,False
ოფილი,17,5,583,ოpილი,9911,False
<ექსპ,16,5,618,<ეkსp,9888,False
აფრთხ,17,5,577,აpრtხ,9809,False
<მართ,13,5,754,<მარt,9802,False
მაგნი,13,5,753,მაგნი,9789,False
ამაგრ,14,5,698,ამაგრ,9772,False
აკეთე,10,5,976,აkეtე,9760,False
გვერდ,12,5,805,გვერდ,9660,False
ცილებ,15,5,635,cილებ,9525,True
რატორ,10,5,950,რაtორ,9500,False
<ტელე,13,5,726,<tელე,9438,False
მტკიც,13,5,723,მtkიc,9399,False
თვალე,10,5,938,tვალე,9380,False
ნგარი,15,5,625,ნგარი,9375,False
ტანა>,14,5,668,tანა>,9352,False
ცება>,13,5,718,cება>,9334,False
ტურა>,16,5,581,tურა>,9296,False
ნტები,12,5,773,ნtები,9276,False
თამაშ,12,5,772,tამაშ,9264,False
თვითმ,12,5,763,tვიtმ,9156,False
იმართ,13,5,703,იმარt,9139,False
<ანტი,11,5,824,<ანtი,9064,False
ტიანი,13,5,695,tიანი,9035,False
ისუფლ,14,5,644,ისუpლ,9016,False
ინტერ,11,5,814,ინtერ,8954,False
მატურ,12,5,746,მაtურ,8952,False
მართუ,15,5,592,მარtუ,8880,False
აგება,12,5,737,აგება,8844,True
<კომპ,12,5,731,<kომp,8772,False
კავებ,13,5,671,kავებ,8723,False
<დააწ,11,5,792,<დააc,8712,False
ღები>,14,5,622,გები>,8708,True
თანხმ,13,5,662,tანხმ,8606,False
<კონტ,12,5,707,<kონt,8484,False
ცეცხლ,13,5,646,cეcხლ,8398,False
ქმედე,13,5,646,kმედე,8398,False
აგნიტ,12,5,697,აგნიt,8364,False
ენცია,14,5,595,ენcია,8330,False
მაგრე,11,5,749,მაგრე,8239,False
ტერი>,12,5,686,tერი>,8232,False
აციის,9,5,914,აcიის,8226,False
ტორის,14,5,587,tორის,8218,False
ყოფა>,11,5,745,ყოpა>,8195,False
ეთქებ,15,5,546,ეtkებ,8190,False
ცევა>,13,5,630,cევა>,8190,True
<მაღა,12,5,682,<მაგა,8184,False
თანაბ,15,5,545,tანაბ,8175,False
ფილებ,16,5,507,pილებ,8112,False
ნასწო,14,5,571,ნასcო,7994,False
ტრანს,11,5,717,tრანს,7887,False
<ინტე,10,5,781,<ინtე,7810,False
ადგურ,12,5,648,ადგურ,7776,False
ფრთხი,14,5,550,pრtხი,7700,False
ფასებ,15,5,510,pასებ,7650,False
ნგრევ,14,5,546,ნგრევ,7644,False
რთიან,12,5,633,რtიან,7596,False
<დაუთ,10,5,754,<დაუt,7540,False
<განი,12,5,625,<განი,7500,False
ანქან,11,5,680,ანkან,7480,False
რაფი>,11,5,680,რაpი>,7480,False
მანქა,11,5,680,მანkა,7480,False
ტარი>,14,5,530,tარი>,7420,False
წვრილ,11,5,671,cვრილ,7381,False
ღებულ,12,5,615,გებულ,7380,True
ლიზაც,11,5,669,ლიზაc,7359,False
მთხვე,13,5,565,მtხვე,7345,False
მოწმე,14,5,524,მოcმე,7336,False
ფეთქე,15,5,485,pეtkე,7275,False
წერა>,14,5,518,cერა>,7252,False
ატვირ,13,5,557,აtვირ,7241,False
ტონი>,10,5,723,tონი>,7230,False
მარცვ,14,5,515,მარcვ,7210,False
ტებს>,9,5,797,tებს>,7173,True
ოფილე,15,5,478,ოpილე,7170,False
იკოსი,13,5,549,იkოსი,7137,False
ტაცებ,14,5,508,tაcებ,7112,False
კვეთი,13,5,546,kვეtი,7098,False
თილი>,14,5,504,tილი>,7056,True
აგრებ,10,5,705,აგრებ,7050,False
ყვეტი,12,5,587,ყვეtი,7044,False
ალისტ,9,5,781,ალისt,7029,False
<მოწყ,14,5,502,<მოcყ,7028,False
